id,domain,model,method,question,gold,answer,confidence_raw,confidence,correct,parse_success,raw_response
mgsm_ja_011,math,claude-sonnet-4-6,ling_1s,新規のプログラムが最初の月は60回ダウンロードされました。2か月目にはダウンロード回数は3倍に膨れ上がりましたが、3か月目は30%減少しました。3か月間でプログラムのダウンロード回数は合計何回だったでしょうか？,366,486,,,0,0,回答: 486\n確信度: ほぼ確実
mgsm_ja_012,math,claude-sonnet-4-6,ling_1s,トゥーラはパン屋さんに行き、様々なペーストリーを買いました。12個あたり68ドルかかるドーナッツを36個、12個あたり80ドルかかるミニカップケーキを24個、12個あたり55ドルかかるミニチーズケーキを72個購入しました。合計金額はいくらだったでしょうか？,694,[計算します],,,0,0,回答: [計算します]\n\nドーナッツ: 36個 ÷ 12 × 68 = 3 × 68 = 204ドル\nミニカップケーキ: 24個 ÷ 12 × 80 = 2 × 80 = 160ドル\nミニチーズケーキ: 72個 ÷ 12 × 55 = 6 × 55 = 330ドル\n\n合計: 204 + 160 + 330 = 694ドル\n\n回答: 694\n確信度: ほぼ確実
mgsm_ja_013,math,claude-sonnet-4-6,ling_1s,カルロスはレモンの木を植えようとしています。レモンの木は植えるのに90ドルかかります。毎年7個のレモンがなり、1つあたり1.5ドルで売れます。木に水をやり肥料を与えるのに1年間で3ドルかかります。カルロスがレモンの木で収益を得るようになるには何年かかりますか？,13,9,,,0,0,回答: 9\n確信度: ほぼ確実
mgsm_ja_014,math,claude-sonnet-4-6,ling_1s,メラニーは訪問販売員です。販売中の掃除機のうち、緑の家で3分の1、赤の家で2台、オレンジの家で残数の半分を販売しました。メラニーの手元に掃除機が5台残っている場合、販売開始時点で何台持っていたことになりますか？,18,24,,,0,0,回答: 24\n確信度: かなり自信がある
mgsm_ja_015,math,claude-sonnet-4-6,ling_1s,20人の生徒からなるダンスクラスで、20%がコンテンポラリーダンス、残りの生徒のうち25%がジャズダンス、その残りがヒップホップダンスを学んでいます。生徒全体のうちヒップホップダンスを学んでいる人の割合は何ですか？,60,60,,,1,0,回答: 60\n確信度: ほぼ確実
mgsm_ja_016,math,claude-sonnet-4-6,ling_1s,"ある商人が、5,000ドルの宝石と8,000ドルの電化製品という2つの仕入れ計画から1つを選択しようとしています。商人の金融アドバイザーの推測によれば、今後同じ月の間に、宝石の価格は2.5%、電化製品の価格は1.2%上昇します。この月の終わりに利益を最大化できるよう仕入れ計画を選択するとすると、その利益はいくらになりますか？",125,96,,,0,0,回答: 96\n確信度: かなり自信がある
mgsm_ja_017,math,claude-sonnet-4-6,ling_1s,サンラファエルを2つの電車が同時に出発します。いずれも西の方向に向かって80マイル走行します。次の日、北の方向に向かって150マイル進みました。それぞれの電車が2日間で走行した距離は何マイルですか？,230,230,,,1,0,回答: 230\n確信度: ほぼ確実
mgsm_ja_018,math,claude-sonnet-4-6,ling_1s,ジルは、教員としては時給20ドル、チアリーディングコーチとしては時給30ドル受け取ります。ジルが年間50週間働き、1週間に35時間を教員、15時間をコーチとして働いた場合、年間の給料はいくらになりますか？,57500,57500,,,1,0,回答: 57500\n確信度: ほぼ確実
mgsm_ja_019,math,claude-sonnet-4-6,ling_1s,クレアは毎朝朝ごはん用に卵を3つ使ったオムレツを作ります。クレアは4週間で卵を何個食べることになりますか？,7,84,,,0,0,回答: 84\n確信度: ほぼ確実
mgsm_ja_020,math,claude-sonnet-4-6,ling_1s,マリッサは12マイルにわたるハイキングをします。最初の4マイルを歩くのに1時間かかり、次の2マイルを歩くのにまた1時間かかりました。1時間あたり平均4マイルの時速で歩きたい場合、残りの距離はどれくらいの速度（1時間あたりのマイル数）で歩かないといけませんか？,6,6,,,1,0,回答: 6\n確信度: ほぼ確実
mgsm_ja_021,math,claude-sonnet-4-6,ling_1s,3分の2が水からなる10リットルのオレンジジュースがあります。5分の3が水からなる15リットルのパイナップルドリンクにこれを加えようとしています。注いでいる途中でオレンジジュースを1リットルこぼしてしまいました。残り24リットルのうち水はどれくらい含まれていますか？,15,15,,,1,0,回答を計算します。\n\nオレンジジュース：10リットル、水は2/3\n→ 水 = 10 × 2/3 = 20/3 リットル\n\nパイナップルドリンク：15リットル、水は3/5\n→ 水 = 15 × 3/5 = 9 リットル\n\n合計25リットルのうち、1リットルこぼした（残り24リットル）\n\nこぼしたのはオレンジジュースなので、オレンジジュースは9リットルになる。\n残ったオレンジジュースの水 = 9 × 2/3 = 6 リットル\n\nパイナップルドリンクの水 = 9 リットル\n\n合計の水 = 6 + 9 = 15 リットル\n\n回答: 15\n確信度: かなり自信がある
mgsm_ja_022,math,claude-sonnet-4-6,ling_1s,レイモンドとサマンサはいとこ同士です。レイモンドはサマンサより6年間早く生まれました。レイモンドには23歳の時に息子ができました。サマンサが今31歳だとしたら、レイモンドの息子が生まれたのは何年前のことですか？,14,14,,,1,0,回答: 14\n確信度: ほぼ確実
mgsm_ja_023,math,claude-sonnet-4-6,ling_1s,ビリーはDVDを売ります。彼は火曜日に8人のお客様がいます。彼の最初の3人のお客様はそれぞれ1枚のDVDを購入します。彼の翌日の2人の顧客は2枚のDVDをそれぞれ購入しました。の最後の3人のお客様はDVDを購入しません。ビリーは火曜日に何枚のDVDを売りましたか？,7,7,,,1,0,回答: 7\n確信度: ほぼ確実
mgsm_ja_024,math,claude-sonnet-4-6,ling_1s,蝋燭は1時間燃えるごとに、2センチ溶けます。午後1時から、午後5時までに燃えた蝋燭は、何センチ短くなるでしょう？,8,8,,,1,0,回答: 8\n確信度: ほぼ確実
mgsm_ja_025,math,claude-sonnet-4-6,ling_1s,カイルは去年、ベストセラーの本を$19.50で購入しました。元の価格よりも25%安値です。この本の元の価格はいくらですか？,26,26,,,1,0,回答: 26\n確信度: ほぼ確実
mgsm_ja_026,math,claude-sonnet-4-6,ling_1s,マリーは$12のチキンのメニューを1つ、それぞれ$3の牛乳を5パック、それぞれ$1.5のリンゴを4つ、そしてピザを何箱か頼みました。マリーは全部で$50払いました。ピザが1箱$8.50だとしたら、マリーは何箱ピザを頼みましたか？,2,2,,,1,0,チキン: $12\n牛乳: $3 × 5 = $15\nリンゴ: $1.5 × 4 = $6\n合計（ピザ除く）: $12 + $15 + $6 = $33\n\n残り: $50 - $33 = $17\nピザの箱数: $17 ÷ $8.50 = 2\n\n回答: 2\n確信度: ほぼ確実
mgsm_ja_027,math,claude-sonnet-4-6,ling_1s,ミシュカは半ズボンを3本、長ズボンを3本、靴を3足買いました。半ズボンは1本$16.50でした。長ズボンは1本$22.50で、靴は1足$42でした。すべての衣類にいくら使いましたか？,243,243,,,1,0,回答: 243\n確信度: ほぼ確実
mgsm_ja_028,math,claude-sonnet-4-6,ling_1s,シンシアは毎晩アイスを一食分食べます。彼女は1カートン15食分入りのアイスクリームを、1カートンあたり$4で買いました。彼女は60日後、アイスクリームにいくら使うことになりますか？,16,16,,,1,0,回答: 16\n確信度: ほぼ確実
mgsm_ja_029,math,claude-sonnet-4-6,ling_1s,ヘンリーは60マイルを走る自転車の旅の途中、2か所で停まります。彼は最初に20マイル走った後、停まりました。2か所目は、旅の終着点から15マイル手前の地点でした。1か所目と2か所目は何マイル離れていますか？,25,25,,,1,0,回答: 25\n確信度: ほぼ確実
mgsm_ja_030,math,claude-sonnet-4-6,ling_1s,グロリアは、靴を買いにきており、予算に合うブーツを1足見つけました。しかし彼女は、ブーツと、両方合わせてブーツよりも5ドル安い、2足のハイヒールのどちらかを選ばなければなりません。もしも片方のヒールが$33で、もう1組はその2倍の値段だとすると、ブーツはいくらですか？,104,104,,,1,0,片方のヒール: $33\nもう片方のヒール: $33 × 2 = $66\n2足のハイヒール合計: $33 + $66 = $99\n\nブーツは2足のハイヒールより$5高い:\nブーツ = $99 + $5 = $104\n\n回答: 104\n確信度: かなり自信がある
mgsm_ja_031,math,claude-sonnet-4-6,ling_1s,ダレルとアレンの年齢は、7:11の割合です。彼らの年齢の合計が現在、162の場合、10年後アレンの年齢はいくつになるか計算しなさい。,109,113,,,0,0,回答: 113\n確信度: ほぼ確実
mgsm_ja_032,math,claude-sonnet-4-6,ling_1s,ガンターは瓶のジェリービーンズを数えようとしています。友達に、いくつ瓶に入っていると思うか聞きます。ある人は、80と答えます。別の人は、1人目の答えの半分よりも、20多いと答えます。3番目の人は、1人目の回答の25%増だと言います。3人の予想の平均値は何ですか？,80,[数値のみ],,,0,0,回答: [数値のみ]\n\nまず各人の予想を計算します。\n\n1人目: 80\n2人目: 80の半分 + 20 = 40 + 20 = 60\n3人目: 80の25%増 = 80 × 1.25 = 100\n\n平均: (80 + 60 + 100) / 3 = 240 / 3 = 80\n\n回答: 80\n確信度: ほぼ確実
mgsm_ja_033,math,claude-sonnet-4-6,ling_1s,ジョンは10匹の犬の面倒を見ています。各犬のために、1日に30分かけて散歩とそれぞれの世話をする必要があります。彼は1週間に何時間、犬の面倒を見ていますか？,35,35,,,1,0,回答: 35\n確信度: ほぼ確実
mgsm_ja_034,math,claude-sonnet-4-6,ling_1s,グレッチェンは110枚のコインを持っています。金のコインは銀のコインよりも30枚多いです。グレッチェンは金のコインを何枚持っていますか？,70,70,,,1,0,回答: 70\n確信度: ほぼ確実
mgsm_ja_035,math,claude-sonnet-4-6,ling_1s,シヴォーンが持つ宝石の数は、アーロンよりも2個少ないです。アーロンはレイモンドよりも、5個多く宝石を持っています。もしもレイモンドが40個の宝石を持っている場合、シヴォーンはいくつ宝石を持っていますか？,23,43,,,0,0,回答: 43\n確信度: ほぼ確実
mgsm_ja_036,math,claude-sonnet-4-6,ling_1s,マイクは卓球を40分します。最初の20分に、彼は4ポイント得点します。次の20分では、彼は25%多く得点しました。全部で何ポイント得点しましたか？,9,9,,,1,0,回答: 9\n確信度: ほぼ確実
mgsm_ja_037,math,claude-sonnet-4-6,ling_1s,テリーは1日に2つヨーグルトを食べます。現在ヨーグルトは4つで$5のセール中です。彼は30日分のヨーグルトにいくら使いますか？,75,75,,,1,0,回答: 75\n確信度: ほぼ確実
mgsm_ja_038,math,claude-sonnet-4-6,ling_1s,ジョンは自分のすべてのおもちゃを売り、そのお金でビデオゲームを買う予定です。彼は13個のレゴセットを持っており、$15でそれぞれ売ります。彼は最終的に、$20のビデオゲームを8個買い、$5残りました。彼は現在、何個のレゴセットを持っていますか？,2,0,,,0,0,回答: 0\n確信度: ほぼ確実
mgsm_ja_039,math,claude-sonnet-4-6,ling_1s,ジョンは週に60マイル走ります。週に3日走ります。最初の日は3時間走り、その他の2日は半分走ります。彼の走る速度はどれくらいですか？,10,[数値のみ],,,0,0,回答: [数値のみ]\n\nまず整理します：\n- 週60マイル、週3日\n- 1日目：3時間\n- 残り2日：1日目の半分 = 1.5時間ずつ\n\n合計時間 = 3 + 1.5 + 1.5 = 6時間\n\n速度 = 60マイル ÷ 6時間 = 10マイル/時\n\n回答: 10\n確信度: ほぼ確実
mgsm_ja_040,math,claude-sonnet-4-6,ling_1s,ダナは、徒歩の時よりも4倍の速さで走ることができますが、走る速度の半分の速さでスキップすることができます。彼女が1時間に3マイルの速度でスキップできる場合、3分の1の時間を走り、3分の2を歩くとしたら、6時間で何キロ進めますか？,18,29,,,0,0,まず情報を整理します。\n\nスキップ速度: 3マイル/時\n走る速度: スキップの2倍 = 6マイル/時\n歩く速度: 走る速度の1/4 = 1.5マイル/時\n\n6時間で：\n- 走る時間: 6 × 1/3 = 2時間\n- 歩く時間: 6 × 2/3 = 4時間\n\n距離の計算：\n- 走る距離: 6 × 2 = 12マイル\n- 歩く距離: 1.5 × 4 = 6マイル\n- 合計: 18マイル\n\nマイルをキロに変換: 18 × 1.60934 ≈ 28.97 ≈ 約29キロ\n\n回答: 29\n確信度: かなり自信がある
mgsm_ja_041,math,claude-sonnet-4-6,ling_1s,ブランドンのiPhoneはベンのiPhoneの4倍古いです。ベンのiPhoneはスージーのiPhoneよりも2倍古いです。スージーのiPhoneが利用して1年目なら、ブランドンのiPhoneは何年目ですか？,8,8,,,1,0,回答: 8\n確信度: ほぼ確実
mgsm_ja_042,math,claude-sonnet-4-6,ling_1s,その大きなドラゴン、ペルグはファーボ山の頂上に座り、1000フィート内にいるものすべてに火を吹きました。ポリーは、ドラゴンを削げる唯一の武器として知られる金の槍を、400フィート投げることができました。その距離はドラゴンの炎が十分届く範囲です。しかし、ポリーがサファイアの宝石を持っている場合は、持たない時よりも槍を3倍遠くに投げることができました。宝石を持っていた場合、ポリーはドラゴンの炎が当たる範囲からどれくらい離れて、金の槍をドラゴンに当てることができますか？,200,200,,,1,0,回答: 200\n確信度: ほぼ確実
mgsm_ja_043,math,claude-sonnet-4-6,ling_1s,ジョーンズおばあちゃんは消防士の昼食会のためにアップルパイを5枚焼きました。それぞれのパイを8個に切り分け、ゲストが自分たちで取れるよう、その5枚のパイをブッフェテーブルに置きました。ゲストがそれぞれのパイを取り、食べた後、夜更けには14個のパイが残っていました。ゲストは何個のパイを食べましたか？,26,26,,,1,0,回答: 26\n確信度: ほぼ確実
mgsm_ja_044,math,claude-sonnet-4-6,ling_1s,栄養価情報によると、ポテトチップス1袋は、1食あたり250カロリーです。あなたの毎日のカロリー目標が2000だとして、あなたがすでに1800カロリー摂取している場合、5食入りの1袋300グラムのポテトチップスを何グラム食べることができますか？,48,24,,,0,0,回答: 24\n確信度: ほぼ確実
mgsm_ja_045,math,claude-sonnet-4-6,ling_1s,チャーリーは蜜蝋を売りたいです。蜜蝋1ポンドあたり、彼は10本のテイパー型キャンドルを作れます。備品の蜜蝋と芯1ポンドあたり、$10.00のコストがかかります。彼は各キャンドルをそれぞれ$2.00で売るとしたら、20本のキャンドルを作って売った場合の純利益はいくらになりますか？,20,20,,,1,0,回答: 20\n確信度: かなり自信がある
mgsm_ja_046,math,claude-sonnet-4-6,ling_1s,メレディスは健康のトピックについて書き、毎日クライアントに提出することが本業の、フリーランスのブロガーです。ブログ記事は、リサーチして執筆するために平均4時間かかります。先週、月曜日に彼女は5記事書き、火曜日は月曜日の2/5倍の記事を書きました。水曜日、彼女は火曜日に書いた記事の数の倍の数を書きました。3日間で彼女は合計何時間、記事を書くことに使ったのかを計算しなさい。,104,44,,,0,0,月曜日: 5記事\n火曜日: 5 × 2/5 = 2記事\n水曜日: 2 × 2 = 4記事\n\n合計記事数: 5 + 2 + 4 = 11記事\n合計時間: 11 × 4 = 44時間\n\n回答: 44\n確信度: ほぼ確実
mgsm_ja_047,math,claude-sonnet-4-6,ling_1s,キャンディスはポストイットを80枚、コーヒーショップの仕事に向かう前に鞄に入れました。向かう途中、店に立ち寄り、ポストイットのパックを買いました。職場で、彼女は220個の様々なコーヒーカップにポストイットのメモを1枚ずつ貼りました。彼女に23枚のポストイットメモが残っていたとすると、彼女が購入したパックには何枚のポストイットメモが入っていましたか？,163,163,,,1,0,回答: 163\n確信度: ほぼ確実
mgsm_ja_048,math,claude-sonnet-4-6,ling_1s,ジョンは、青いネクタイの2倍の数の赤いネクタイを買います。赤いネクタイは青いネクタイよりも50%高いです。彼はそれぞれ$40の青いネクタイに$200使いました。彼はネクタイにいくら使いましたか？,800,800,,,1,0,まず青いネクタイの数を求めます。\n- 青いネクタイ1本 = $40\n- 青いネクタイに$200使った → 200 ÷ 40 = 5本\n\n赤いネクタイの数と価格：\n- 赤いネクタイは青いネクタイの2倍 → 5 × 2 = 10本\n- 赤いネクタイは青いより50%高い → $40 × 1.5 = $60\n\n赤いネクタイの合計：10 × $60 = $600\n\n総合計：$200 + $600 = $800\n\n回答: 800\n確信度: ほぼ確実
mgsm_ja_049,math,claude-sonnet-4-6,ling_1s,トレイシーは4フィートの長さのワイヤーを、庭でトマトの苗木を支えるために使っていました。ワイヤは今、6インチの長さに切り分けられています。彼女は幾つのワイヤを手に入れましたか？,8,8,,,1,0,回答: 8\n確信度: ほぼ確実
mgsm_ja_050,math,claude-sonnet-4-6,ling_1s,リチャードは15階建てのマンションに住んでいる。各階には8部屋あり、建物の3/4が入居されている。建物で未入居の部屋は全部で何室あるか？,30,30,,,1,0,回答: 30\n確信度: ほぼ確実
mgsm_ja_051,math,claude-sonnet-4-6,ling_1s,ロイドは卵牧場を持っている。彼の鶏は1日に252個の卵を作り、1ダース$2で売る。ロイドは卵で、週にいくら生み出すことができるか？,294,294,,,1,0,回答: 294\n確信度: ほぼ確実
mgsm_ja_052,math,claude-sonnet-4-6,ling_1s,トムの船は1時間に10マイル進むことができる。彼は午後1時から4時まで航海しています。それから彼は、時速6マイルで帰路に着きます。彼が戻るまでに、どれくらいかかりますか？,5,5,,,1,0,回答: 5\n確信度: かなり自信がある
mgsm_ja_053,math,claude-sonnet-4-6,ling_1s,ユーライアの本用の鞄は彼にとって重すぎになっている。彼は15ポンド底から取り除く必要がある。彼の漫画本はそれぞれ1/4ポンドで、おもちゃはそれぞれ1/2ポンドだ。彼が30冊の漫画本を取り除いたら、おもちゃはいくつ取り除く必要があるか？,15,15,,,1,0,回答: 15\n確信度: ほぼ確実
mgsm_ja_054,math,claude-sonnet-4-6,ling_1s,整備士はトラックや車の修理に異なる料金を請求します。各トラックのタイヤの修理に整備士は$60、各車のタイヤの修理に整備士は$40請求します。木曜日、整備士は6個のトラックのタイヤと4個の車のタイヤを修理します。金曜日、整備士は12個のタイヤを修理しましたが、トラックタイヤは修理していません。整備士はより多くの収益をあげた日に、どれだけの多くの利益をあげましたか？,40,40,,,1,0,木曜日の収益：\n- トラックタイヤ：6 × $60 = $360\n- 車タイヤ：4 × $40 = $160\n- 合計：$520\n\n金曜日の収益：\n- 車タイヤのみ12個：12 × $40 = $480\n\n木曜日の方が多い：$520 - $480 = $40\n\n回答: 40\n確信度: ほぼ確実
mgsm_ja_055,math,claude-sonnet-4-6,ling_1s,ダウトファイア姉妹は、母親が電話で彼女たちに、自宅の2匹の猫が子猫を生んだと伝える時、地元のシェルターから迎えた7匹の子猫をつれて、自宅へと運転中です。彼女は、最初の猫、パッチーが、迎えられた子猫の数の3倍の数の子猫を生んだと、また、別の猫トリクシーは、12匹の子猫を生んだと言います。ダウトファイア家には今何匹の子猫がいますか？,40,40,,,1,0,回答: 40\n確信度: かなり自信がある
mgsm_ja_056,math,claude-sonnet-4-6,ling_1s,ジェーンは30個の飴を持っている。ジェーンはその飴のうち2つ食べる。残りの飴で、ジェーンは1つの袋に2つの飴を入れてセットにしたいと思っています。ジェーンは何袋用意できますか？,14,14,,,1,0,回答: 14\n確信度: ほぼ確実
mgsm_ja_057,math,claude-sonnet-4-6,ling_1s,ピーターは今週映画に行く予定です。彼はいつも$7のチケットと$7のポップコーンを買います。彼がその週のために42ドル持っているとしたら、映画に何回行けますか？,3,3,,,1,0,回答: 3\n確信度: ほぼ確実
mgsm_ja_058,math,claude-sonnet-4-6,ling_1s,木の橋は5000ポンドを超える重さに耐えられません。配達トラックはそれぞれ15ポンドの同じ箱を33個積んでおり、橋を渡ろうとしています。運転手と空のトラックを合わせた重さは3755ポンドです。橋の重量制限を超える事なく、トラックに積み込める箱は、最大何個になりますか？,83,82,,,0,0,回答: 82\n確信度: ほぼ確実
mgsm_ja_059,math,claude-sonnet-4-6,ling_1s,スティーブンは食料品の注文をオンラインで行った。彼の最終的な請求書は$40.00だった。デリバリー会社を通したので、彼らが25%の手数料を最終的な総額に上乗せし、デリバリー料金として$3.00請求した。スティーブンはまた、$4.00チップを追加した。追加の手数料を足した後、スティーブンの食料品の注文の最終的な料金は？,57,57,,,1,0,回答: 57\n確信度: ほぼ確実
mgsm_ja_060,math,claude-sonnet-4-6,ling_1s,ラズベリーの茂みには、それぞれ20の実がなった6つの房と、67の実が独立して実っている。ラズベリーは全部でいくつあるか？,187,187,,,1,0,回答: 187\n確信度: ほぼ確実
mgsm_ja_061,math,claude-sonnet-4-6,ling_1s,かごには、1つだめになり、20%がまだ青く、2つが酸っぱく、残りがいい状態のオレンジが25個入っています。何個のオレンジがいい状態ですか？,17,17,,,1,0,回答: 17\n確信度: かなり自信がある
mgsm_ja_062,math,claude-sonnet-4-6,ling_1s,ジャネットは娘にブローチを買う。彼女はそれを作る材料に$500払い、それから$800を宝石商に作ってもらうために払った。その後、彼女はそれに10%の保険をかけた。彼女はいくら支払った？,1430,1430,,,1,0,回答: 1430\n確信度: ほぼ確実
mgsm_ja_063,math,claude-sonnet-4-6,ling_1s,"マーシーが同じ会社で40年働くと、彼女は年に年金を$50,000もらえる。20年後から、彼女は年額5%の年金を受け取ることができるようになる。彼女が30年後にやめたら、彼女の年金は年額いくらになる？",25000,37500,,,0,0,回答: 37500\n確信度: どちらともいえない
mgsm_ja_064,math,claude-sonnet-4-6,ling_1s,アリーナが毎月$140かかるストリーミングサービスをサブスクライブしている。最初の半年分を彼女が支払い、その後の半年をストリーミングサービスが10%割引料金で彼女に提供した場合、彼女がその年の終わりまでに、そのストリーミングサービスに支払った料金を計算しなさい。,1596,1596,,,1,0,回答: 1596\n確信度: ほぼ確実
mgsm_ja_065,math,claude-sonnet-4-6,ling_1s,ソフィアはロードトリップをすることを考えており、1タンク分のガソリンでどれくらいの距離を走れるかを知りたいと思っています。彼女は最後にタンクを満タンにして以来、100マイル運転しており、再度タンクを満タンにするには4ガロン入れる必要がありました。車の持主用マニュアルには、タンクには12ガロンのガスが入ると書いてあります。ソフィアは1タンク分のガソリンで何マイル進むことができますか？,300,300,,,1,0,回答: 300\n確信度: ほぼ確実
mgsm_ja_066,math,claude-sonnet-4-6,ling_1s,ジムはテレビを観て2時間過ごし、それからベッドに行ってその半分の時間読書します。これを週に3回行います。彼は4週間で、何時間テレビを観ることと読書に費やしますか？,36,36,,,1,0,回答: 36\n確信度: ほぼ確実
mgsm_ja_067,math,claude-sonnet-4-6,ling_1s,バスケットボールの大会で、4校が競っている。各学校が女子バスケットボールチームと男子バスケットボールチームを参加させており、各チーム5人いる。各学校はまた、コーチも1人参加させている。すべての学校で、全部で何人の人間が参加しているか？,48,44,,,0,0,回答: 44\n確信度: ほぼ確実
mgsm_ja_068,math,claude-sonnet-4-6,ling_1s,トレジャーハンターは、宝石が詰まった、埋葬された宝のタンスを見つけた。175のダイヤモンドと、それよりも35少ないルビー、ルビーの2倍の数のエメラルドがあった。タンスには全部でいくつの宝石があった？,595,605,,,0,0,回答: 605\n確信度: ほぼ確実
mgsm_ja_069,math,claude-sonnet-4-6,ling_1s,ウェルツ博士の学校には、女の子の数の2倍の男の子がいます。女子が60人で、教師1人に生徒が5人なら、何人の先生がいますか？,36,36,,,1,0,回答: 36\n確信度: ほぼ確実
mgsm_ja_070,math,claude-sonnet-4-6,ling_1s,ベイリーは最初、ある程度のお金があります。それから彼女は8週間、$5の手当てを毎週受け取ります。8週間の終わりには、彼女が全部で$100持っていたとしたら、ベイリーは最初、いくら持っていましたか？,60,60,,,1,0,回答: 60\n確信度: ほぼ確実
mgsm_ja_071,math,claude-sonnet-4-6,ling_1s,ジュディは、平日は毎日5つのダンスのクラスを教えており、土曜日は8クラス教えています。もしも各クラスに15人の生徒がおり、1人に$15請求しているとしたら、彼女は1週間でいくら稼ぎますか？,7425,11475,,,0,0,回答: 11475\n確信度: ほぼ確実
mgsm_ja_072,math,claude-sonnet-4-6,ling_1s,ケリーアンは料理の準備をするために2つのレシピがあり、1つ目は20の指示、2つ目は1つ目のレシピの2倍の指示がある。ケリーアンが2つの料理を準備するためには、どれだけの指示を読まなければいけないか？,60,60,,,1,0,回答: 60\n確信度: ほぼ確実
mgsm_ja_073,math,claude-sonnet-4-6,ling_1s,トミーは1スライス$3のブラウニーと、$4のチーズケーキを売って、自分のチャリティーの費用を集めている。もしもトミーが43個のブラウニーと、23個のチーズケーキを売れば、トミーはいくら集められますか？,221,221,,,1,0,回答: 221\n確信度: ほぼ確実
